customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,Cluster_Label,gender,age,age_group,city,loyalty_tier,tenure_hari
CUST-009723,250,4,1335200.0,2,2,2,6,Hibernating,Occasional Buyer,Female,38,Gen X (35–44),Bali,Bronze,1269
CUST-009724,136,3,1071200.0,3,1,2,6,About to Sleep,Inactive / Churned,Female,22,Gen Z (18–24),Yogyakarta,Bronze,815
CUST-009725,3,81,29207700.0,5,5,5,15,Champions,VIP — High Spender,Male,45,Baby Boomer (45–54),Jakarta,Gold,548
CUST-009726,13,4,1587700.0,5,2,2,9,New Customers,Occasional Buyer,Unknown,40,Gen X (35–44),Depok,Bronze,406
CUST-009727,72,4,712800.0,3,2,1,6,About to Sleep,Inactive / Churned,Female,37,Gen X (35–44),Jakarta,Bronze,667
CUST-009728,514,3,1951400.0,1,1,3,5,Lost,Occasional Buyer,Male,29,Millennial (25–34),Medan,Bronze,1095
CUST-009729,36,4,5129500.0,4,2,4,10,New Customers,Occasional Buyer,Male,39,Gen X (35–44),Jakarta,Bronze,951
CUST-009730,24,3,918200.0,5,1,2,8,New Customers,Occasional Buyer,Male,18,Gen Z (18–24),Jakarta,Silver,1136
CUST-009731,39,5,3874500.0,4,3,4,11,Loyal Customers,Occasional Buyer,Male,35,Gen X (35–44),Malang,Bronze,973
CUST-009732,116,4,5067400.0,3,2,4,9,Potential Loyalists,Occasional Buyer,Female,33,Millennial (25–34),Bandung,Bronze,772
CUST-009733,50,12,4635100.0,4,4,4,12,Champions,Occasional Buyer,Male,18,Gen Z (18–24),Jakarta,Bronze,839
CUST-009734,41,5,970600.0,4,3,2,9,About to Sleep,Occasional Buyer,Female,35,Gen X (35–44),Medan,Gold,491
CUST-009735,15,2,946600.0,5,1,2,8,New Customers,Occasional Buyer,Female,37,Gen X (35–44),Bogor,Bronze,1094
CUST-009736,33,5,722100.0,4,3,1,8,About to Sleep,Occasional Buyer,Female,18,Gen Z (18–24),Surabaya,Bronze,887
CUST-009737,7,5,1189500.0,5,3,2,10,About to Sleep,Occasional Buyer,Female,21,Gen Z (18–24),Jakarta,Bronze,709
CUST-009738,129,5,1681400.0,3,3,3,9,Potential Loyalists,Inactive / Churned,Male,50,Baby Boomer (45–54),Palembang,Bronze,395
CUST-009739,334,4,1122900.0,1,2,2,5,Lost,Occasional Buyer,Male,30,Millennial (25–34),Bali,Bronze,1085
CUST-009740,42,15,4618900.0,4,5,4,13,Champions,Occasional Buyer,Female,40,Gen X (35–44),Yogyakarta,Silver,528
CUST-009741,10,10,5588900.0,5,4,4,13,Champions,Occasional Buyer,Male,42,Gen X (35–44),Palembang,Gold,722
CUST-009742,635,4,389700.0,1,2,1,4,Lost,Occasional Buyer,Male,35,Gen X (35–44),Jakarta,Silver,1157
CUST-009743,198,2,748600.0,2,1,1,4,Hibernating,Inactive / Churned,Female,41,Gen X (35–44),Tangerang,Bronze,572
CUST-009744,143,4,2658300.0,2,2,3,7,Hibernating,Occasional Buyer,Female,18,Gen Z (18–24),Bekasi,Bronze,1120
CUST-009745,17,5,2553500.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Male,29,Millennial (25–34),Yogyakarta,Bronze,648
CUST-009746,508,5,1164500.0,1,3,2,6,At Risk,Occasional Buyer,Female,18,Gen Z (18–24),Bandung,Bronze,1061
CUST-009747,83,13,3926300.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,18,Gen Z (18–24),Bandung,Silver,856
CUST-009748,515,3,3134200.0,1,1,4,6,Lost,Inactive / Churned,Male,27,Millennial (25–34),Jakarta,Bronze,573
CUST-009749,45,12,2439200.0,4,4,3,11,Potential Loyalists,Occasional Buyer,Male,26,Millennial (25–34),Tangerang,Silver,707
CUST-009750,48,11,6132700.0,4,4,4,12,Champions,Occasional Buyer,Female,32,Millennial (25–34),Depok,Bronze,611
CUST-009751,222,4,3547100.0,2,2,4,8,Hibernating,Inactive / Churned,Male,31,Millennial (25–34),Jakarta,Bronze,554
CUST-009752,33,3,2233700.0,4,1,3,8,New Customers,Occasional Buyer,Male,33,Millennial (25–34),Jakarta,Silver,1246
CUST-009753,28,12,5159300.0,4,4,4,12,Champions,Occasional Buyer,Female,33,Millennial (25–34),Malang,Silver,845
CUST-009754,65,42,17761300.0,4,5,5,14,Champions,VIP — High Spender,Female,34,Millennial (25–34),Jakarta,Silver,390
CUST-009755,33,4,2127800.0,4,2,3,9,New Customers,Occasional Buyer,Female,23,Gen Z (18–24),Semarang,Bronze,562
CUST-009756,22,5,4391900.0,5,3,4,12,Loyal Customers,Occasional Buyer,Male,25,Millennial (25–34),Medan,Bronze,948
CUST-009757,113,4,1414400.0,3,2,2,7,About to Sleep,Occasional Buyer,Male,31,Millennial (25–34),Tangerang,Bronze,1021
CUST-009758,69,5,4422800.0,3,3,4,10,Loyal Customers,Occasional Buyer,Unknown,31,Millennial (25–34),Jakarta,Platinum,643
CUST-009759,94,14,5833300.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,22,Gen Z (18–24),Palembang,Gold,1154
CUST-009760,2,20,10147400.0,5,5,5,15,Champions,VIP — High Spender,Female,32,Millennial (25–34),Semarang,Platinum,483
CUST-009761,270,7,2209300.0,2,4,3,9,At Risk,Occasional Buyer,Female,38,Gen X (35–44),Yogyakarta,Silver,1204
CUST-009762,99,4,470000.0,3,2,1,6,About to Sleep,Inactive / Churned,Male,24,Gen Z (18–24),Medan,Bronze,774
CUST-009763,7,99,36070200.0,5,5,5,15,Champions,VIP — High Spender,Unknown,30,Millennial (25–34),Depok,Gold,515
CUST-009764,542,5,2711500.0,1,3,3,7,At Risk,Inactive / Churned,Female,50,Baby Boomer (45–54),Bandung,Bronze,630
CUST-009765,582,3,928300.0,1,1,2,4,Lost,Inactive / Churned,Female,33,Millennial (25–34),Bogor,Bronze,841
CUST-009766,8,81,35268600.0,5,5,5,15,Champions,VIP — High Spender,Male,35,Gen X (35–44),Makassar,Silver,1071
CUST-009767,32,5,5738000.0,4,3,4,11,Loyal Customers,Occasional Buyer,Female,26,Millennial (25–34),Tangerang,Bronze,737
CUST-009768,133,5,4746900.0,3,3,4,10,Loyal Customers,Occasional Buyer,Female,29,Millennial (25–34),Jakarta,Silver,408
CUST-009769,256,5,3615300.0,2,3,4,9,At Risk,Occasional Buyer,Unknown,45,Baby Boomer (45–54),Medan,Bronze,1192
CUST-009770,353,4,762500.0,1,2,1,4,Lost,Occasional Buyer,Male,33,Millennial (25–34),Jakarta,Silver,1249
CUST-009771,21,4,3143400.0,5,2,4,11,New Customers,Occasional Buyer,Female,31,Millennial (25–34),Jakarta,Silver,900
CUST-009772,105,8,2094400.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Male,32,Millennial (25–34),Medan,Silver,745
CUST-009773,72,15,8941000.0,3,5,5,13,Loyal Customers,VIP — High Spender,Male,54,Baby Boomer (45–54),Bandung,Gold,955
CUST-009774,28,5,1002000.0,4,3,2,9,About to Sleep,Occasional Buyer,Male,32,Millennial (25–34),Medan,Bronze,632
CUST-009775,96,10,3391400.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,24,Gen Z (18–24),Medan,Silver,807
CUST-009776,296,4,1218200.0,1,2,2,5,Lost,Occasional Buyer,Male,32,Millennial (25–34),Jakarta,Bronze,965
CUST-009777,30,4,896300.0,4,2,2,8,New Customers,Occasional Buyer,Female,39,Gen X (35–44),Bandung,Bronze,563
CUST-009778,78,13,4589000.0,3,4,4,11,Loyal Customers,Occasional Buyer,Unknown,19,Gen Z (18–24),Jakarta,Bronze,1188
CUST-009779,67,45,17900100.0,3,5,5,13,Loyal Customers,VIP — High Spender,Male,36,Gen X (35–44),Yogyakarta,Gold,1241
CUST-009780,36,4,1988200.0,4,2,3,9,New Customers,Occasional Buyer,Female,25,Millennial (25–34),Medan,Bronze,1226
CUST-009781,50,3,624400.0,4,1,1,6,New Customers,Inactive / Churned,Male,18,Gen Z (18–24),Tangerang,Silver,545
CUST-009782,97,5,1148000.0,3,3,2,8,Needs Attention,Inactive / Churned,Male,23,Gen Z (18–24),Tangerang,Gold,559
CUST-009783,56,11,4543400.0,4,4,4,12,Champions,Occasional Buyer,Female,32,Millennial (25–34),Jakarta,Gold,530
CUST-009784,404,4,1107300.0,1,2,2,5,Lost,Occasional Buyer,Female,44,Gen X (35–44),Semarang,Bronze,1022
CUST-009785,92,5,1093800.0,3,3,2,8,Needs Attention,Occasional Buyer,Female,40,Gen X (35–44),Bekasi,Silver,835
CUST-009786,249,3,397400.0,2,1,1,4,Hibernating,Occasional Buyer,Female,29,Millennial (25–34),Semarang,Bronze,990
CUST-009787,38,4,376000.0,4,2,1,7,New Customers,Inactive / Churned,Female,40,Gen X (35–44),Makassar,Bronze,749
CUST-009788,247,2,2082100.0,2,1,3,6,Hibernating,Inactive / Churned,Female,32,Millennial (25–34),Makassar,Gold,517
CUST-009789,70,16,4259500.0,3,5,4,12,Loyal Customers,Occasional Buyer,Female,18,Gen Z (18–24),Medan,Silver,1260
CUST-009790,76,3,1146100.0,3,1,2,6,About to Sleep,Inactive / Churned,Male,32,Millennial (25–34),Tangerang,Gold,765
CUST-009791,216,5,4443000.0,2,3,4,9,At Risk,Occasional Buyer,Male,18,Gen Z (18–24),Palembang,Bronze,1097
CUST-009792,125,8,3144300.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,39,Gen X (35–44),Jakarta,Bronze,494
CUST-009793,178,3,4054500.0,2,1,4,7,Hibernating,Inactive / Churned,Male,39,Gen X (35–44),Bandung,Bronze,416
CUST-009794,41,5,4921000.0,4,3,4,11,Loyal Customers,Occasional Buyer,Male,24,Gen Z (18–24),Makassar,Bronze,532
CUST-009795,71,7,1691400.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Female,33,Millennial (25–34),Bandung,Bronze,1247
CUST-009796,89,7,4335900.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,33,Millennial (25–34),Surabaya,Silver,1005
CUST-009797,9,17,9212700.0,5,5,5,15,Champions,VIP — High Spender,Female,39,Gen X (35–44),Jakarta,Platinum,1071
CUST-009798,75,5,1123000.0,3,3,2,8,Needs Attention,Inactive / Churned,Female,20,Gen Z (18–24),Jakarta,Gold,534
CUST-009799,301,4,799100.0,1,2,1,4,Lost,Occasional Buyer,Male,37,Gen X (35–44),Surabaya,Bronze,1261
CUST-009800,301,2,2238400.0,1,1,3,5,Lost,Inactive / Churned,Female,20,Gen Z (18–24),Bandung,Bronze,447
CUST-009801,6,4,597600.0,5,2,1,8,New Customers,Occasional Buyer,Female,38,Gen X (35–44),Palembang,Bronze,749
CUST-009802,197,4,1635600.0,2,2,3,7,Hibernating,Inactive / Churned,Male,41,Gen X (35–44),Bogor,Bronze,608
CUST-009803,128,12,4089500.0,3,4,4,11,Loyal Customers,Occasional Buyer,Male,25,Millennial (25–34),Balikpapan,Silver,867
CUST-009804,221,5,2257600.0,2,3,3,8,At Risk,Inactive / Churned,Female,42,Gen X (35–44),Bekasi,Silver,641
CUST-009805,24,11,4246300.0,5,4,4,13,Champions,Occasional Buyer,Female,18,Gen Z (18–24),Bekasi,Silver,976
CUST-009806,125,4,2348400.0,3,2,3,8,Potential Loyalists,Inactive / Churned,Female,41,Gen X (35–44),Semarang,Silver,683
CUST-009807,26,4,2159000.0,4,2,3,9,New Customers,Occasional Buyer,Female,44,Gen X (35–44),Surabaya,Bronze,890
CUST-009808,96,13,6330600.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,35,Gen X (35–44),Jakarta,Bronze,439
CUST-009809,13,4,1409800.0,5,2,2,9,New Customers,Occasional Buyer,Unknown,30,Millennial (25–34),Jakarta,Bronze,440
CUST-009810,38,24,11243500.0,4,5,5,14,Champions,VIP — High Spender,Female,34,Millennial (25–34),Makassar,Gold,764
CUST-009811,255,9,3765600.0,2,4,4,10,Cannot Lose Them,Inactive / Churned,Male,26,Millennial (25–34),Jakarta,Bronze,581
CUST-009812,21,4,1153200.0,5,2,2,9,New Customers,Occasional Buyer,Female,55,Senior (55+),Jakarta,Bronze,609
CUST-009813,169,9,2660800.0,2,4,3,9,At Risk,Occasional Buyer,Male,26,Millennial (25–34),Depok,Silver,642
CUST-009814,290,2,1369700.0,1,1,2,4,Lost,Inactive / Churned,Female,43,Gen X (35–44),Surabaya,Bronze,401
CUST-009815,6,24,9360500.0,5,5,5,15,Champions,VIP — High Spender,Female,25,Millennial (25–34),Bandung,Gold,487
CUST-009816,39,10,9512700.0,4,4,5,13,Champions,Occasional Buyer,Female,46,Baby Boomer (45–54),Bekasi,Gold,607
CUST-009817,35,33,13083100.0,4,5,5,14,Champions,VIP — High Spender,Female,50,Baby Boomer (45–54),Jakarta,Gold,1206
CUST-009818,29,18,6359200.0,4,5,4,13,Champions,VIP — High Spender,Male,35,Gen X (35–44),Jakarta,Silver,958
CUST-009819,68,5,2962000.0,3,3,4,10,Loyal Customers,Occasional Buyer,Male,34,Millennial (25–34),Surabaya,Bronze,968
CUST-009820,263,4,1741000.0,2,2,3,7,Hibernating,Inactive / Churned,Male,23,Gen Z (18–24),Palembang,Silver,817
CUST-009821,61,8,5263400.0,4,4,4,12,Champions,Occasional Buyer,Female,22,Gen Z (18–24),Surabaya,Bronze,506
CUST-009822,16,4,2545500.0,5,2,3,10,New Customers,Occasional Buyer,Female,34,Millennial (25–34),Yogyakarta,Bronze,673
CUST-009823,17,29,13827700.0,5,5,5,15,Champions,VIP — High Spender,Female,45,Baby Boomer (45–54),Bandung,Silver,583
CUST-009824,125,4,798100.0,3,2,1,6,About to Sleep,Occasional Buyer,Male,27,Millennial (25–34),Surabaya,Silver,1240
CUST-009825,3,23,7139800.0,5,5,5,15,Champions,VIP — High Spender,Female,51,Baby Boomer (45–54),Surabaya,Silver,1229
CUST-009826,4,19,5448200.0,5,5,4,14,Champions,Occasional Buyer,Female,26,Millennial (25–34),Makassar,Silver,442
CUST-009827,60,5,3454700.0,4,3,4,11,Loyal Customers,Occasional Buyer,Male,34,Millennial (25–34),Yogyakarta,Bronze,1089
CUST-009828,197,3,504600.0,2,1,1,4,Hibernating,Inactive / Churned,Female,34,Millennial (25–34),Bandung,Silver,562
CUST-009829,148,3,1065200.0,2,1,2,5,Hibernating,Inactive / Churned,Female,31,Millennial (25–34),Surabaya,Silver,784
CUST-009830,366,4,1389900.0,1,2,2,5,Lost,Occasional Buyer,Female,18,Gen Z (18–24),Bandung,Bronze,963
CUST-009831,106,7,1939500.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Male,26,Millennial (25–34),Balikpapan,Silver,590
CUST-009832,9,91,41959400.0,5,5,5,15,Champions,VIP — High Spender,Female,33,Millennial (25–34),Surabaya,Platinum,409
CUST-009833,139,5,1289200.0,2,3,2,7,At Risk,Occasional Buyer,Male,31,Millennial (25–34),Palembang,Silver,1045
CUST-009834,87,3,1008200.0,3,1,2,6,About to Sleep,Occasional Buyer,Unknown,37,Gen X (35–44),Surabaya,Bronze,960
CUST-009835,763,3,625000.0,1,1,1,3,Lost,Occasional Buyer,Male,38,Gen X (35–44),Palembang,Silver,1014
CUST-009836,44,5,3158400.0,4,3,4,11,Loyal Customers,Occasional Buyer,Male,29,Millennial (25–34),Balikpapan,Bronze,697
CUST-009837,128,3,752800.0,3,1,1,5,About to Sleep,Inactive / Churned,Female,23,Gen Z (18–24),Semarang,Bronze,626
CUST-009838,290,5,3285300.0,1,3,4,8,At Risk,Occasional Buyer,Male,45,Baby Boomer (45–54),Malang,Silver,847
CUST-009839,84,3,1884400.0,3,1,3,7,About to Sleep,Occasional Buyer,Female,19,Gen Z (18–24),Semarang,Bronze,1084
CUST-009840,88,29,13800200.0,3,5,5,13,Loyal Customers,VIP — High Spender,Female,26,Millennial (25–34),Bogor,Platinum,988
CUST-009841,204,5,2668700.0,2,3,3,8,At Risk,Inactive / Churned,Female,24,Gen Z (18–24),Depok,Platinum,605
CUST-009842,313,4,902200.0,1,2,2,5,Lost,Inactive / Churned,Unknown,38,Gen X (35–44),Palembang,Bronze,482
CUST-009843,134,5,5501200.0,3,3,4,10,Loyal Customers,Occasional Buyer,Male,43,Gen X (35–44),Bekasi,Bronze,820
CUST-009844,241,4,861200.0,2,2,2,6,Hibernating,Occasional Buyer,Female,30,Millennial (25–34),Jakarta,Bronze,1054
CUST-009845,57,40,14812600.0,4,5,5,14,Champions,VIP — High Spender,Male,34,Millennial (25–34),Surabaya,Gold,678
CUST-009846,168,4,583500.0,2,2,1,5,Hibernating,Inactive / Churned,Female,32,Millennial (25–34),Jakarta,Bronze,702
CUST-009847,33,3,1098000.0,4,1,2,7,New Customers,Occasional Buyer,Female,48,Baby Boomer (45–54),Jakarta,Silver,459
CUST-009848,60,10,2514400.0,4,4,3,11,Potential Loyalists,Occasional Buyer,Male,18,Gen Z (18–24),Bali,Bronze,1021
CUST-009849,25,13,11242200.0,4,4,5,13,Champions,Occasional Buyer,Female,38,Gen X (35–44),Jakarta,Silver,542
CUST-009850,110,5,1736600.0,3,3,3,9,Potential Loyalists,Inactive / Churned,Female,35,Gen X (35–44),Surabaya,Bronze,674
CUST-009851,72,6,2437900.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Female,28,Millennial (25–34),Surabaya,Silver,522
CUST-009852,21,5,3206500.0,5,3,4,12,Loyal Customers,Occasional Buyer,Unknown,34,Millennial (25–34),Semarang,Silver,1185
CUST-009853,129,5,1736500.0,3,3,3,9,Potential Loyalists,Inactive / Churned,Male,38,Gen X (35–44),Tangerang,Bronze,533
CUST-009854,5,4,3042200.0,5,2,4,11,New Customers,Occasional Buyer,Female,37,Gen X (35–44),Semarang,Silver,848
CUST-009855,91,14,4414600.0,3,4,4,11,Loyal Customers,Occasional Buyer,Female,51,Baby Boomer (45–54),Tangerang,Silver,580
CUST-009856,174,5,640900.0,2,3,1,6,At Risk,Occasional Buyer,Female,33,Millennial (25–34),Bandung,Silver,1059
CUST-009857,25,47,14823700.0,4,5,5,14,Champions,VIP — High Spender,Male,32,Millennial (25–34),Bogor,Gold,965
CUST-009858,38,4,672800.0,4,2,1,7,New Customers,Occasional Buyer,Female,30,Millennial (25–34),Jakarta,Bronze,904
CUST-009859,207,5,874900.0,2,3,2,7,At Risk,Inactive / Churned,Male,36,Gen X (35–44),Bandung,Platinum,782
CUST-009860,78,9,6564300.0,3,4,5,12,Loyal Customers,Occasional Buyer,Male,31,Millennial (25–34),Jakarta,Silver,818
CUST-009861,333,4,3360100.0,1,2,4,7,Lost,Occasional Buyer,Female,32,Millennial (25–34),Surabaya,Bronze,1065
CUST-009862,105,7,2788300.0,3,4,3,10,Potential Loyalists,Occasional Buyer,Female,32,Millennial (25–34),Tangerang,Bronze,464
CUST-009863,51,10,7361600.0,4,4,5,13,Champions,Occasional Buyer,Female,30,Millennial (25–34),Jakarta,Bronze,428
CUST-009864,25,2,423300.0,4,1,1,6,New Customers,Occasional Buyer,Female,26,Millennial (25–34),Jakarta,Silver,1064
CUST-009865,61,10,3953600.0,4,4,4,12,Champions,Occasional Buyer,Female,35,Gen X (35–44),Bandung,Platinum,926
CUST-009866,120,5,900600.0,3,3,2,8,Needs Attention,Inactive / Churned,Male,29,Millennial (25–34),Tangerang,Gold,553
CUST-009867,5,58,29151200.0,5,5,5,15,Champions,VIP — High Spender,Male,32,Millennial (25–34),Jakarta,Gold,573
CUST-009868,50,5,896900.0,4,3,2,9,About to Sleep,Inactive / Churned,Male,32,Millennial (25–34),Medan,Bronze,401
CUST-009869,6,4,4015000.0,5,2,4,11,New Customers,Occasional Buyer,Female,28,Millennial (25–34),Tangerang,Bronze,425
CUST-009870,372,4,1745900.0,1,2,3,6,Lost,Inactive / Churned,Male,46,Baby Boomer (45–54),Tangerang,Bronze,490
CUST-009871,99,2,368300.0,3,1,1,5,About to Sleep,Inactive / Churned,Male,31,Millennial (25–34),Bandung,Bronze,750
CUST-009872,22,42,18039100.0,5,5,5,15,Champions,VIP — High Spender,Female,37,Gen X (35–44),Jakarta,Silver,973
CUST-009873,6,57,23485900.0,5,5,5,15,Champions,VIP — High Spender,Male,25,Millennial (25–34),Yogyakarta,Gold,807
CUST-009874,218,5,2536100.0,2,3,3,8,At Risk,Inactive / Churned,Male,18,Gen Z (18–24),Jakarta,Bronze,583
CUST-009875,27,107,46214700.0,4,5,5,14,Champions,VIP — High Spender,Female,26,Millennial (25–34),Bogor,Platinum,1184
CUST-009876,70,4,2314100.0,3,2,3,8,Potential Loyalists,Occasional Buyer,Male,18,Gen Z (18–24),Bandung,Bronze,645
CUST-009877,41,5,4567400.0,4,3,4,11,Loyal Customers,Occasional Buyer,Male,29,Millennial (25–34),Surabaya,Bronze,471
CUST-009878,152,5,1900400.0,2,3,3,8,At Risk,Occasional Buyer,Male,45,Baby Boomer (45–54),Jakarta,Bronze,1088
CUST-009879,334,5,1429000.0,1,3,2,6,At Risk,Inactive / Churned,Female,23,Gen Z (18–24),Jakarta,Silver,547
CUST-009880,157,8,3898000.0,2,4,4,10,Cannot Lose Them,Occasional Buyer,Female,18,Gen Z (18–24),Tangerang,Silver,476
CUST-009881,136,5,879300.0,3,3,2,8,Needs Attention,Occasional Buyer,Male,45,Baby Boomer (45–54),Palembang,Bronze,1217
CUST-009882,6,77,33302400.0,5,5,5,15,Champions,VIP — High Spender,Female,32,Millennial (25–34),Surabaya,Platinum,415
CUST-009883,29,19,7044000.0,4,5,5,14,Champions,VIP — High Spender,Male,31,Millennial (25–34),Bali,Silver,826
CUST-009884,181,5,2038200.0,2,3,3,8,At Risk,Occasional Buyer,Female,39,Gen X (35–44),Bekasi,Gold,865
CUST-009885,26,36,20606000.0,4,5,5,14,Champions,VIP — High Spender,Male,36,Gen X (35–44),Surabaya,Gold,735
CUST-009886,74,4,2840600.0,3,2,3,8,Potential Loyalists,Occasional Buyer,Female,38,Gen X (35–44),Surabaya,Bronze,1085
CUST-009887,82,20,8805700.0,3,5,5,13,Loyal Customers,Occasional Buyer,Female,40,Gen X (35–44),Jakarta,Bronze,680
CUST-009888,294,4,2873000.0,1,2,3,6,Lost,Inactive / Churned,Female,18,Gen Z (18–24),Palembang,Silver,550
CUST-009889,99,4,1775700.0,3,2,3,8,Potential Loyalists,Occasional Buyer,Male,19,Gen Z (18–24),Depok,Bronze,987
CUST-009890,86,5,3814600.0,3,3,4,10,Loyal Customers,Occasional Buyer,Male,42,Gen X (35–44),Bandung,Bronze,1048
CUST-009891,148,3,2473100.0,2,1,3,6,Hibernating,Inactive / Churned,Female,24,Gen Z (18–24),Depok,Bronze,454
CUST-009892,20,16,8629100.0,5,5,5,15,Champions,VIP — High Spender,Male,25,Millennial (25–34),Bogor,Gold,857
CUST-009893,44,3,3153200.0,4,1,4,9,New Customers,Occasional Buyer,Female,20,Gen Z (18–24),Semarang,Gold,712
CUST-009894,86,20,17709800.0,3,5,5,13,Loyal Customers,Occasional Buyer,Female,28,Millennial (25–34),Palembang,Silver,508
CUST-009895,7,3,1433200.0,5,1,2,8,New Customers,Occasional Buyer,Female,28,Millennial (25–34),Bandung,Bronze,632
CUST-009896,145,9,4263900.0,2,4,4,10,Cannot Lose Them,Occasional Buyer,Male,23,Gen Z (18–24),Jakarta,Platinum,988
CUST-009897,144,5,1626300.0,2,3,3,8,At Risk,Occasional Buyer,Female,22,Gen Z (18–24),Malang,Bronze,1259
CUST-009898,39,8,1853600.0,4,4,3,11,Potential Loyalists,Occasional Buyer,Female,34,Millennial (25–34),Tangerang,Silver,855
CUST-009899,215,4,736800.0,2,2,1,5,Hibernating,Occasional Buyer,Female,24,Gen Z (18–24),Depok,Bronze,1054
CUST-009900,405,1,192900.0,1,1,1,3,Lost,Inactive / Churned,Male,26,Millennial (25–34),Jakarta,Bronze,900
CUST-009901,211,4,1943500.0,2,2,3,7,Hibernating,Occasional Buyer,Male,18,Gen Z (18–24),Tangerang,Platinum,865
CUST-009902,52,32,10669300.0,4,5,5,14,Champions,VIP — High Spender,Male,49,Baby Boomer (45–54),Palembang,Silver,498
CUST-009903,13,5,4224700.0,5,3,4,12,Loyal Customers,Occasional Buyer,Male,40,Gen X (35–44),Makassar,Bronze,587
CUST-009904,55,4,4424900.0,4,2,4,10,New Customers,Occasional Buyer,Female,27,Millennial (25–34),Semarang,Silver,1101
CUST-009905,49,4,1811400.0,4,2,3,9,New Customers,Occasional Buyer,Female,23,Gen Z (18–24),Bali,Bronze,993
CUST-009906,141,5,2419400.0,2,3,3,8,At Risk,Inactive / Churned,Male,32,Millennial (25–34),Jakarta,Silver,752
CUST-009907,90,5,1210400.0,3,3,2,8,Needs Attention,Inactive / Churned,Female,31,Millennial (25–34),Jakarta,Bronze,769
CUST-009908,389,3,786000.0,1,1,1,3,Lost,Inactive / Churned,Male,20,Gen Z (18–24),Balikpapan,Bronze,786
CUST-009909,179,4,641700.0,2,2,1,5,Hibernating,Inactive / Churned,Male,18,Gen Z (18–24),Jakarta,Bronze,420
CUST-009910,34,4,1601400.0,4,2,3,9,New Customers,Occasional Buyer,Male,27,Millennial (25–34),Balikpapan,Silver,654
CUST-009911,81,5,2691100.0,3,3,3,9,Potential Loyalists,Occasional Buyer,Male,18,Gen Z (18–24),Jakarta,Bronze,1190
CUST-009912,52,8,4220700.0,4,4,4,12,Champions,Occasional Buyer,Female,32,Millennial (25–34),Tangerang,Silver,431
CUST-009913,4,35,14589100.0,5,5,5,15,Champions,VIP — High Spender,Male,33,Millennial (25–34),Balikpapan,Silver,861
CUST-009914,386,4,787300.0,1,2,1,4,Lost,Inactive / Churned,Female,23,Gen Z (18–24),Semarang,Bronze,755
CUST-009915,378,8,4790500.0,1,4,4,9,Cannot Lose Them,Inactive / Churned,Male,32,Millennial (25–34),Palembang,Silver,540
CUST-009916,14,16,6248500.0,5,5,4,14,Champions,VIP — High Spender,Female,47,Baby Boomer (45–54),Jakarta,Silver,1086
CUST-009917,30,11,3132900.0,4,4,4,12,Champions,Occasional Buyer,Male,38,Gen X (35–44),Jakarta,Gold,817
CUST-009918,24,5,2384900.0,5,3,3,11,Potential Loyalists,Occasional Buyer,Male,27,Millennial (25–34),Balikpapan,Silver,504
CUST-009919,85,5,2087900.0,3,3,3,9,Potential Loyalists,Occasional Buyer,Male,52,Baby Boomer (45–54),Bekasi,Bronze,615
CUST-009920,78,5,3934000.0,3,3,4,10,Loyal Customers,Occasional Buyer,Male,21,Gen Z (18–24),Jakarta,Bronze,962
CUST-009921,44,27,8012800.0,4,5,5,14,Champions,VIP — High Spender,Male,24,Gen Z (18–24),Bekasi,Silver,747
CUST-009922,33,4,637000.0,4,2,1,7,New Customers,Occasional Buyer,Female,32,Millennial (25–34),Bandung,Gold,1270
CUST-009923,57,4,614600.0,4,2,1,7,New Customers,Occasional Buyer,Female,18,Gen Z (18–24),Makassar,Bronze,1235
CUST-009924,169,5,6164200.0,2,3,4,9,At Risk,Occasional Buyer,Female,48,Baby Boomer (45–54),Jakarta,Platinum,1175
CUST-009925,25,5,1958500.0,4,3,3,10,Potential Loyalists,Occasional Buyer,Female,33,Millennial (25–34),Bandung,Silver,652
CUST-009926,211,3,530000.0,2,1,1,4,Hibernating,Inactive / Churned,Male,24,Gen Z (18–24),Bandung,Bronze,719
CUST-009927,7,25,7215500.0,5,5,5,15,Champions,VIP — High Spender,Male,36,Gen X (35–44),Palembang,Platinum,453
CUST-009928,52,20,8528200.0,4,5,5,14,Champions,Occasional Buyer,Unknown,33,Millennial (25–34),Palembang,Platinum,640
CUST-009929,369,3,4134400.0,1,1,4,6,Lost,Occasional Buyer,Female,29,Millennial (25–34),Makassar,Bronze,899
CUST-009930,16,46,24106200.0,5,5,5,15,Champions,VIP — High Spender,Female,21,Gen Z (18–24),Jakarta,Platinum,497
